age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
36,services,married,secondary,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no
35,admin.,single,secondary,424,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
42,entrepreneur,divorced,tertiary,626,yes,no,cellular,14,aug,201,2,-1,0,unknown,no
41,blue-collar,married,secondary,211,yes,no,telephone,8,may,546,3,368,4,failure,no
33,blue-collar,single,secondary,476,yes,yes,cellular,17,apr,544,3,333,2,failure,no
32,technician,single,secondary,0,no,no,cellular,26,aug,181,2,-1,0,unknown,no
43,services,divorced,unknown,159,no,no,unknown,16,jun,112,4,-1,0,unknown,no
31,technician,married,secondary,119,yes,no,cellular,4,feb,380,1,-1,0,unknown,no
41,services,married,secondary,803,yes,no,cellular,9,apr,592,4,316,3,failure,yes
59,unemployed,divorced,secondary,44134,no,no,cellular,3,feb,117,1,-1,0,unknown,no
27,entrepreneur,single,tertiary,512,yes,yes,unknown,3,jun,220,1,-1,0,unknown,no
33,management,divorced,tertiary,433,no,no,cellular,21,aug,575,4,-1,0,unknown,no
39,technician,single,secondary,-143,yes,no,cellular,14,may,93,2,349,7,failure,no
35,management,single,secondary,81,yes,no,cellular,29,jan,79,1,-1,0,unknown,no
29,technician,single,secondary,500,yes,no,cellular,14,may,273,3,-1,0,unknown,no
55,self-employed,married,secondary,12159,yes,no,cellular,8,apr,179,5,139,4,failure,no
36,entrepreneur,married,tertiary,6,no,no,telephone,30,oct,246,1,-1,0,unknown,no
30,services,married,secondary,-108,yes,no,unknown,23,may,216,1,-1,0,unknown,no
32,management,married,tertiary,0,no,no,cellular,8,aug,83,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,-158,yes,no,cellular,21,jul,42,6,-1,0,unknown,no
33,services,married,secondary,3444,yes,no,cellular,22,jul,487,4,-1,0,unknown,no
33,blue-collar,married,secondary,0,yes,no,cellular,7,may,831,4,-1,0,unknown,no
35,unemployed,single,tertiary,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no
58,blue-collar,married,primary,189,yes,no,telephone,8,apr,119,1,-1,0,unknown,no
58,housemaid,married,secondary,196,no,yes,cellular,27,may,110,3,-1,0,unknown,no
40,blue-collar,divorced,secondary,0,yes,no,cellular,7,may,135,1,-1,0,unknown,no
35,admin.,married,secondary,1254,yes,yes,cellular,1,jul,132,2,-1,0,unknown,no
36,blue-collar,married,secondary,866,yes,no,cellular,16,apr,344,1,-1,0,unknown,no
36,blue-collar,divorced,secondary,64,no,no,cellular,8,jun,143,2,-1,0,unknown,no
50,housemaid,married,secondary,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
55,entrepreneur,divorced,secondary,538,yes,no,cellular,13,oct,306,1,67,2,success,no
34,blue-collar,married,secondary,243,yes,no,cellular,18,may,507,1,-1,0,unknown,yes
35,technician,single,secondary,175,yes,no,unknown,28,may,223,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,41,no,no,cellular,14,jul,388,3,-1,0,unknown,no
34,blue-collar,married,unknown,-465,no,no,unknown,26,may,127,1,-1,0,unknown,no
58,services,married,primary,943,yes,no,unknown,3,jun,243,3,-1,0,unknown,no
43,admin.,married,secondary,0,yes,no,cellular,17,jul,674,3,-1,0,unknown,no
41,blue-collar,single,secondary,1880,no,yes,cellular,14,may,35,1,356,10,other,no
52,admin.,divorced,tertiary,0,yes,yes,cellular,30,jun,122,1,64,1,failure,no
41,blue-collar,married,secondary,10,yes,no,cellular,12,may,179,1,-1,0,unknown,no
31,services,married,secondary,-309,yes,no,unknown,26,may,269,1,-1,0,unknown,no
52,technician,divorced,secondary,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
30,services,married,secondary,10667,no,no,cellular,20,nov,140,1,-1,0,unknown,no
52,management,married,tertiary,6909,no,no,cellular,20,nov,223,1,-1,0,unknown,no
33,services,married,secondary,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
54,management,married,tertiary,2650,yes,yes,cellular,19,nov,50,1,-1,0,unknown,no
54,management,married,tertiary,69,no,no,unknown,11,jun,113,1,-1,0,unknown,no
28,management,single,secondary,471,yes,yes,unknown,19,may,123,2,-1,0,unknown,no
33,blue-collar,single,secondary,2202,yes,no,cellular,20,apr,372,2,-1,0,unknown,no
43,management,divorced,secondary,51,no,no,cellular,2,feb,430,1,-1,0,unknown,yes
54,services,divorced,unknown,0,yes,no,cellular,16,apr,263,1,-1,0,unknown,no
28,services,single,secondary,6332,yes,no,unknown,29,may,76,4,-1,0,unknown,no
32,technician,single,tertiary,178,no,no,cellular,21,aug,159,3,-1,0,unknown,no
53,blue-collar,married,secondary,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
35,blue-collar,married,primary,229,yes,no,unknown,7,may,103,3,-1,0,unknown,no
27,admin.,married,secondary,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
37,management,married,secondary,676,no,no,telephone,18,nov,217,2,-1,0,unknown,no
33,blue-collar,married,primary,934,yes,no,unknown,4,jun,244,2,-1,0,unknown,no
52,technician,married,primary,-50,yes,no,cellular,15,may,129,2,-1,0,unknown,no
30,services,married,tertiary,2025,yes,no,cellular,17,apr,140,1,-1,0,unknown,no
42,management,divorced,secondary,764,no,yes,cellular,21,nov,127,3,-1,0,unknown,no
41,admin.,married,secondary,549,yes,no,cellular,8,may,326,4,-1,0,unknown,no
22,services,single,primary,35,yes,no,unknown,28,may,106,3,-1,0,unknown,no
40,admin.,divorced,secondary,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no
30,management,single,tertiary,30,no,no,cellular,21,aug,220,5,-1,0,unknown,no
34,housemaid,single,tertiary,43,no,no,cellular,25,aug,198,8,-1,0,unknown,no
41,management,married,tertiary,3831,yes,no,cellular,7,aug,243,7,-1,0,unknown,no
49,unemployed,married,primary,157,yes,no,cellular,2,feb,131,2,-1,0,unknown,no
43,retired,married,primary,400,yes,no,telephone,28,jul,282,3,-1,0,unknown,no
32,management,married,tertiary,1086,no,no,cellular,11,aug,379,3,-1,0,unknown,no
25,student,single,unknown,2503,no,no,cellular,26,feb,100,2,-1,0,unknown,no
32,self-employed,married,secondary,67,no,no,cellular,5,aug,153,1,-1,0,unknown,no
55,technician,divorced,secondary,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
36,services,single,secondary,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
39,management,single,tertiary,109,no,no,cellular,29,aug,159,2,-1,0,unknown,no
33,technician,divorced,secondary,0,no,no,cellular,21,aug,224,8,-1,0,unknown,no
58,retired,married,secondary,158,yes,yes,cellular,2,feb,156,5,-1,0,unknown,no
37,admin.,single,secondary,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
76,self-employed,married,unknown,4984,no,no,telephone,15,jun,126,3,48,2,success,no
40,management,married,tertiary,655,yes,no,unknown,26,may,227,1,-1,0,unknown,no
56,retired,married,primary,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
49,self-employed,married,secondary,0,no,no,cellular,26,aug,175,6,-1,0,unknown,no
28,technician,single,secondary,280,yes,no,unknown,14,may,142,3,-1,0,unknown,no
35,entrepreneur,single,tertiary,1416,yes,no,cellular,6,may,100,1,169,12,other,no
48,unemployed,married,primary,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,no
49,admin.,married,primary,686,yes,yes,cellular,1,apr,286,2,225,4,other,no
75,retired,married,primary,3504,no,no,telephone,9,aug,195,1,-1,0,unknown,no
34,technician,married,secondary,7171,yes,no,cellular,19,nov,523,2,-1,0,unknown,no
47,blue-collar,married,primary,333,yes,no,cellular,21,nov,118,1,113,4,failure,no
31,technician,married,secondary,-119,yes,no,cellular,18,may,9,5,-1,0,unknown,no
42,services,married,secondary,59,no,no,cellular,28,aug,144,13,-1,0,unknown,no
32,management,single,tertiary,156,yes,no,cellular,4,feb,82,2,246,6,failure,no
47,self-employed,divorced,secondary,218,yes,no,unknown,12,may,58,7,-1,0,unknown,no
40,housemaid,divorced,secondary,1194,yes,no,cellular,12,may,517,1,173,2,failure,no
71,retired,married,primary,2988,no,no,telephone,17,apr,130,1,-1,0,unknown,yes
52,management,divorced,tertiary,0,yes,yes,cellular,30,jul,278,3,-1,0,unknown,no
50,technician,divorced,secondary,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
35,management,married,tertiary,171,no,no,cellular,29,aug,204,2,-1,0,unknown,no
51,self-employed,married,secondary,383,yes,no,cellular,20,apr,164,1,-1,0,unknown,no
24,student,single,secondary,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
30,management,married,tertiary,1908,no,no,cellular,5,aug,222,1,-1,0,unknown,no
31,management,single,tertiary,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,no
29,blue-collar,married,secondary,64,yes,yes,cellular,14,jul,611,2,-1,0,unknown,no
56,blue-collar,married,primary,373,yes,no,unknown,27,may,269,1,-1,0,unknown,no
51,technician,married,secondary,195,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
44,self-employed,married,primary,414,yes,no,cellular,4,feb,138,1,272,2,other,no
43,management,divorced,tertiary,1413,yes,no,cellular,18,aug,116,9,-1,0,unknown,no
30,management,married,tertiary,451,no,no,cellular,5,may,173,1,274,3,failure,no
66,retired,married,tertiary,525,no,no,telephone,16,apr,287,1,-1,0,unknown,no
33,management,single,tertiary,4409,no,no,cellular,20,nov,92,2,-1,0,unknown,no
31,technician,divorced,secondary,0,no,no,cellular,29,aug,256,2,-1,0,unknown,no
35,management,married,tertiary,244,yes,no,cellular,11,may,155,2,173,1,failure,no
43,entrepreneur,single,tertiary,0,yes,no,unknown,26,may,142,3,-1,0,unknown,no
52,services,married,secondary,416,yes,no,cellular,2,feb,198,2,-1,0,unknown,no
49,management,married,secondary,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no
38,management,single,tertiary,1746,yes,no,unknown,21,may,139,1,-1,0,unknown,no
38,technician,married,secondary,1,yes,no,cellular,21,nov,57,5,199,1,success,no
42,blue-collar,married,primary,3405,yes,no,unknown,15,may,221,2,-1,0,unknown,no
52,services,married,secondary,2904,yes,no,cellular,15,apr,201,6,272,3,failure,no
61,retired,married,secondary,3340,no,no,cellular,30,jun,224,1,-1,0,unknown,no
58,management,married,tertiary,7387,no,no,telephone,17,nov,85,1,-1,0,unknown,no
46,blue-collar,married,unknown,8,no,no,cellular,11,aug,79,6,-1,0,unknown,no
29,technician,single,secondary,428,yes,no,cellular,24,jul,273,2,-1,0,unknown,no
42,technician,married,secondary,3501,no,no,cellular,28,aug,23,22,-1,0,unknown,no
41,entrepreneur,married,secondary,2480,yes,no,unknown,11,jun,394,2,-1,0,unknown,no
58,management,married,tertiary,1831,no,no,cellular,17,nov,1531,1,-1,0,unknown,no
37,blue-collar,married,primary,-107,yes,no,unknown,16,jun,25,1,-1,0,unknown,no
47,services,married,secondary,651,no,yes,cellular,16,jul,325,2,-1,0,unknown,no
35,unemployed,single,primary,-84,no,no,cellular,9,feb,19,11,-1,0,unknown,no
59,management,divorced,tertiary,1002,no,no,cellular,7,aug,201,2,-1,0,unknown,no
31,technician,single,secondary,0,yes,no,cellular,11,may,163,1,370,1,failure,no
40,retired,divorced,primary,919,yes,no,cellular,14,may,103,2,-1,0,unknown,no
20,student,single,unknown,801,no,no,cellular,11,nov,244,2,-1,0,unknown,yes
38,blue-collar,married,secondary,4336,yes,no,cellular,31,jul,226,6,-1,0,unknown,no
39,management,single,tertiary,968,yes,no,cellular,7,may,59,1,258,6,failure,no
38,technician,married,secondary,6975,no,no,unknown,9,jun,186,3,-1,0,unknown,no
26,student,single,secondary,203,no,no,cellular,16,nov,104,1,196,1,failure,no
43,admin.,single,tertiary,329,yes,no,unknown,16,may,218,2,-1,0,unknown,no
57,management,divorced,unknown,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
58,retired,married,secondary,14412,no,no,cellular,18,nov,297,1,-1,0,unknown,no
33,management,single,tertiary,-359,no,no,telephone,29,aug,59,2,-1,0,unknown,no
26,technician,single,secondary,3382,no,no,cellular,24,jul,844,5,-1,0,unknown,no
26,management,single,tertiary,157,yes,no,cellular,30,jan,78,2,-1,0,unknown,no
22,blue-collar,single,primary,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,no
40,admin.,divorced,secondary,-541,yes,yes,unknown,28,may,270,4,-1,0,unknown,no
46,services,divorced,secondary,778,yes,no,unknown,19,may,579,1,-1,0,unknown,no
39,management,married,tertiary,0,yes,no,cellular,11,may,112,1,-1,0,unknown,no
50,blue-collar,married,secondary,-731,yes,no,cellular,15,jul,401,4,-1,0,unknown,no
31,management,single,tertiary,33,no,no,cellular,19,aug,158,2,-1,0,unknown,no
50,blue-collar,married,primary,216,yes,no,cellular,17,jul,195,3,-1,0,unknown,no
46,blue-collar,married,primary,2427,no,no,cellular,23,jul,40,1,-1,0,unknown,no
57,retired,married,primary,177,no,yes,cellular,21,jul,91,4,-1,0,unknown,no
30,services,single,secondary,442,yes,no,unknown,16,may,283,3,-1,0,unknown,no
35,admin.,married,secondary,-244,yes,yes,cellular,6,may,118,1,-1,0,unknown,no
31,management,married,tertiary,1126,no,no,unknown,14,jun,20,1,-1,0,unknown,no
27,services,divorced,secondary,10,yes,no,cellular,22,jul,527,1,-1,0,unknown,no
24,blue-collar,married,secondary,1470,yes,no,cellular,12,may,212,1,-1,0,unknown,no
30,self-employed,divorced,secondary,92,yes,no,unknown,17,jun,78,10,-1,0,unknown,no
54,management,married,tertiary,446,no,no,cellular,2,jun,122,2,91,8,failure,no
55,management,married,tertiary,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no
46,unknown,married,unknown,300,yes,no,unknown,16,may,323,3,-1,0,unknown,no
38,blue-collar,single,secondary,0,no,no,cellular,13,aug,255,2,105,1,failure,no
41,blue-collar,married,secondary,281,yes,no,cellular,14,may,123,4,-1,0,unknown,no
48,management,married,tertiary,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
26,admin.,single,secondary,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no
55,unemployed,married,secondary,377,no,no,cellular,8,oct,403,1,183,1,success,no
34,blue-collar,married,secondary,745,yes,no,cellular,20,apr,400,5,332,4,failure,no
42,blue-collar,married,unknown,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no
43,management,married,tertiary,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
30,housemaid,single,secondary,358,yes,no,cellular,21,nov,45,2,-1,0,unknown,no
38,management,married,tertiary,1444,yes,no,cellular,7,jul,139,2,-1,0,unknown,no
35,technician,single,tertiary,174,yes,no,cellular,5,may,105,1,-1,0,unknown,no
32,technician,married,secondary,90,yes,yes,unknown,6,may,57,2,-1,0,unknown,no
53,blue-collar,divorced,secondary,-376,yes,no,cellular,9,feb,90,2,-1,0,unknown,no
57,retired,married,tertiary,-5,no,no,cellular,10,jul,42,1,-1,0,unknown,no
41,technician,married,secondary,923,yes,no,cellular,7,jul,141,3,-1,0,unknown,no
24,blue-collar,single,primary,2129,yes,yes,telephone,18,may,51,1,-1,0,unknown,no
33,admin.,married,secondary,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,no
28,blue-collar,married,primary,103,yes,no,unknown,20,jun,41,28,-1,0,unknown,no
46,blue-collar,married,secondary,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes
46,technician,divorced,secondary,0,yes,yes,cellular,8,may,306,1,262,1,other,no
55,unemployed,married,tertiary,4809,yes,no,cellular,21,nov,223,2,186,3,other,no
83,retired,divorced,primary,2619,no,no,telephone,16,oct,181,2,-1,0,unknown,no
53,admin.,divorced,secondary,592,yes,no,unknown,13,may,151,1,-1,0,unknown,no
59,housemaid,married,secondary,345,no,no,unknown,9,jun,38,1,-1,0,unknown,no
28,blue-collar,married,primary,206,yes,no,cellular,14,may,155,2,-1,0,unknown,no
31,management,single,tertiary,1130,yes,no,cellular,2,feb,181,1,264,3,failure,no
28,technician,single,secondary,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,no
52,entrepreneur,married,primary,2138,no,no,unknown,17,jun,134,1,-1,0,unknown,no
24,admin.,single,secondary,172,no,no,cellular,3,feb,114,1,-1,0,unknown,no
37,management,married,tertiary,897,no,no,unknown,20,may,182,1,-1,0,unknown,no
32,technician,single,tertiary,539,yes,yes,unknown,23,may,281,2,-1,0,unknown,no
28,blue-collar,single,secondary,517,no,yes,cellular,6,feb,91,3,213,1,success,no
58,services,married,secondary,688,no,no,cellular,6,aug,152,2,-1,0,unknown,no
61,management,married,tertiary,0,no,no,cellular,16,oct,136,2,-1,0,unknown,yes
41,management,divorced,tertiary,-78,yes,no,cellular,3,feb,69,4,252,4,failure,no
36,technician,married,tertiary,-290,yes,yes,cellular,29,jan,150,1,189,3,failure,no
32,technician,married,tertiary,3939,no,no,cellular,8,aug,209,2,-1,0,unknown,no
46,blue-collar,married,primary,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no
34,admin.,divorced,secondary,661,yes,no,cellular,3,feb,122,1,96,9,other,no
49,entrepreneur,married,tertiary,221,yes,no,unknown,15,may,305,1,-1,0,unknown,no
33,technician,married,tertiary,104,no,no,unknown,23,jul,115,1,-1,0,unknown,no
35,technician,single,secondary,-816,no,no,cellular,25,aug,54,19,-1,0,unknown,no
54,admin.,divorced,secondary,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no
64,retired,married,primary,43,no,no,cellular,10,dec,232,1,-1,0,unknown,yes
52,services,married,secondary,820,yes,no,cellular,2,feb,135,2,-1,0,unknown,no
37,services,married,secondary,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
28,technician,married,secondary,839,yes,no,unknown,27,may,240,2,-1,0,unknown,no
31,management,single,tertiary,130,no,no,cellular,6,aug,160,1,-1,0,unknown,no
48,blue-collar,married,secondary,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown,no
30,technician,divorced,secondary,3100,yes,no,cellular,20,nov,125,1,183,4,failure,no
35,technician,single,secondary,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,no
33,self-employed,married,tertiary,1099,no,no,cellular,5,feb,111,5,-1,0,unknown,no
52,blue-collar,married,primary,768,no,no,cellular,4,feb,82,3,-1,0,unknown,no
33,management,single,tertiary,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
39,services,married,secondary,117,yes,no,cellular,18,may,1032,2,-1,0,unknown,yes
28,blue-collar,single,secondary,371,yes,no,cellular,23,jul,159,2,-1,0,unknown,no
30,blue-collar,married,primary,0,yes,no,cellular,15,may,432,1,-1,0,unknown,no
26,services,single,secondary,-224,yes,yes,unknown,3,jun,189,1,-1,0,unknown,no
60,housemaid,married,primary,2270,yes,no,cellular,9,jul,206,1,-1,0,unknown,no
31,admin.,divorced,secondary,47,yes,no,unknown,19,may,34,9,-1,0,unknown,no
40,blue-collar,married,secondary,755,no,no,cellular,17,nov,408,1,117,1,failure,no
35,management,married,tertiary,272,yes,yes,cellular,11,jul,163,2,-1,0,unknown,no
41,admin.,divorced,secondary,0,no,yes,cellular,23,jul,400,2,-1,0,unknown,no
31,management,single,tertiary,1308,no,no,cellular,22,aug,323,3,-1,0,unknown,no
50,technician,divorced,unknown,2794,no,no,cellular,13,nov,350,5,93,2,success,no
32,admin.,single,secondary,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
34,entrepreneur,married,primary,0,yes,no,cellular,21,jul,132,3,-1,0,unknown,no
34,blue-collar,married,primary,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
60,management,married,primary,92,no,no,telephone,2,feb,447,1,-1,0,unknown,no
30,technician,married,tertiary,1,no,no,cellular,29,aug,69,21,-1,0,unknown,no
36,services,single,secondary,9231,no,no,unknown,18,jun,270,3,-1,0,unknown,no
36,admin.,married,secondary,1479,no,no,cellular,15,may,65,2,-1,0,unknown,no
57,services,single,primary,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,no
36,housemaid,single,primary,207,no,no,unknown,20,jun,1478,5,-1,0,unknown,no
44,entrepreneur,married,tertiary,5156,yes,no,cellular,4,feb,54,1,-1,0,unknown,no
57,self-employed,married,unknown,964,no,no,unknown,11,jun,70,5,-1,0,unknown,no
35,blue-collar,married,secondary,-184,yes,no,telephone,12,may,155,2,-1,0,unknown,no
41,blue-collar,married,secondary,-750,yes,yes,cellular,21,jul,251,3,-1,0,unknown,no
38,student,divorced,tertiary,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,yes
45,services,married,secondary,1550,yes,no,unknown,5,jun,127,6,-1,0,unknown,no
53,technician,single,unknown,5331,no,no,cellular,21,nov,302,1,-1,0,unknown,no
54,management,single,tertiary,0,no,no,telephone,5,jun,133,4,-1,0,unknown,no
37,management,married,tertiary,387,no,no,cellular,26,jul,128,2,419,1,failure,no
37,admin.,single,secondary,22,yes,no,cellular,7,may,28,2,289,5,failure,no
56,management,married,tertiary,982,no,no,cellular,19,aug,113,6,-1,0,unknown,no
29,technician,married,secondary,84,yes,no,unknown,15,may,222,12,-1,0,unknown,no
47,admin.,married,secondary,120,yes,no,telephone,14,may,18,6,365,11,failure,no
29,blue-collar,married,secondary,185,yes,yes,unknown,5,jun,471,3,-1,0,unknown,no
32,blue-collar,divorced,primary,4805,no,yes,cellular,4,jul,138,3,-1,0,unknown,no
34,management,married,tertiary,396,no,yes,cellular,19,aug,166,3,-1,0,unknown,no
42,technician,single,secondary,631,no,no,telephone,22,jul,171,2,413,3,failure,no
41,entrepreneur,married,tertiary,10,yes,no,cellular,8,may,196,2,172,2,other,no
59,retired,married,secondary,434,yes,no,unknown,12,may,63,3,-1,0,unknown,no
33,technician,single,unknown,10600,no,no,cellular,5,feb,202,1,267,2,failure,no
34,entrepreneur,married,tertiary,4028,no,no,cellular,19,nov,98,1,-1,0,unknown,no
36,self-employed,married,secondary,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
39,admin.,divorced,tertiary,1176,no,no,cellular,22,feb,327,1,-1,0,unknown,no
48,admin.,married,secondary,1131,no,yes,cellular,8,may,49,1,-1,0,unknown,no
73,retired,divorced,secondary,7111,yes,no,cellular,12,oct,146,1,-1,0,unknown,yes
59,housemaid,divorced,primary,502,yes,no,telephone,14,may,27,3,-1,0,unknown,no
26,admin.,single,secondary,317,yes,no,unknown,3,jun,953,1,-1,0,unknown,no
32,technician,married,secondary,5,yes,no,cellular,17,nov,114,1,-1,0,unknown,no
60,technician,married,secondary,2389,yes,yes,cellular,4,may,287,1,-1,0,unknown,no
46,blue-collar,married,primary,575,no,no,cellular,25,aug,129,3,-1,0,unknown,no
55,admin.,single,secondary,533,no,no,unknown,5,jun,40,2,-1,0,unknown,no
54,blue-collar,married,secondary,-754,yes,no,unknown,19,may,222,2,-1,0,unknown,no
26,services,married,secondary,864,yes,yes,cellular,14,may,466,1,-1,0,unknown,no
47,admin.,divorced,secondary,-364,yes,yes,unknown,9,jun,240,2,-1,0,unknown,no
65,retired,married,primary,1004,no,no,cellular,28,oct,371,1,-1,0,unknown,yes
34,blue-collar,divorced,secondary,0,yes,no,cellular,5,may,150,1,-1,0,unknown,no
37,blue-collar,single,unknown,3044,yes,no,unknown,20,may,152,1,-1,0,unknown,no
60,technician,married,secondary,216,yes,yes,cellular,2,feb,214,1,-1,0,unknown,no
64,retired,married,secondary,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes
51,management,married,primary,98,yes,no,unknown,7,may,114,2,-1,0,unknown,no
52,management,married,tertiary,72,no,no,cellular,2,feb,222,1,-1,0,unknown,no
35,technician,single,secondary,1501,yes,no,cellular,15,may,26,1,357,1,other,no
47,unemployed,married,secondary,123,no,no,cellular,4,aug,653,2,-1,0,unknown,no
41,blue-collar,single,secondary,3851,no,no,cellular,19,nov,130,1,-1,0,unknown,no
41,management,single,unknown,1604,no,no,unknown,16,jun,287,2,-1,0,unknown,no
30,blue-collar,married,secondary,4389,yes,no,cellular,30,apr,82,6,-1,0,unknown,no
44,admin.,married,secondary,26,yes,no,cellular,21,jul,105,10,-1,0,unknown,no
32,management,married,tertiary,-24,yes,no,unknown,12,may,93,4,-1,0,unknown,no
38,technician,single,tertiary,369,no,no,cellular,7,aug,365,8,-1,0,unknown,no
30,management,single,secondary,186,yes,no,cellular,20,nov,235,3,-1,0,unknown,no
33,blue-collar,married,primary,309,yes,no,cellular,15,may,42,4,-1,0,unknown,no
32,blue-collar,married,secondary,99,yes,no,cellular,15,may,166,2,-1,0,unknown,no
50,services,divorced,secondary,145,yes,no,unknown,8,may,170,1,-1,0,unknown,no
45,self-employed,married,tertiary,1265,yes,no,cellular,6,feb,79,2,-1,0,unknown,no
33,management,single,tertiary,372,yes,yes,cellular,6,may,155,1,-1,0,unknown,no
24,admin.,single,secondary,99,no,no,cellular,4,feb,56,3,-1,0,unknown,no
29,student,single,secondary,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no
49,blue-collar,married,secondary,1946,no,no,cellular,16,jul,486,1,-1,0,unknown,yes
41,self-employed,married,unknown,1377,yes,no,cellular,15,may,111,4,371,2,other,no
42,entrepreneur,married,tertiary,42045,no,no,cellular,8,aug,205,2,-1,0,unknown,no
34,technician,single,tertiary,2658,yes,no,cellular,13,aug,690,2,-1,0,unknown,no
56,technician,married,tertiary,3082,yes,yes,unknown,30,jun,444,3,-1,0,unknown,no
33,technician,married,secondary,1264,no,yes,cellular,8,aug,100,6,-1,0,unknown,no
54,management,married,secondary,0,no,no,cellular,19,nov,106,1,-1,0,unknown,no
56,blue-collar,married,secondary,1316,no,no,cellular,30,jul,76,5,-1,0,unknown,no
30,technician,single,secondary,237,yes,no,cellular,5,may,39,1,-1,0,unknown,no
53,services,married,unknown,164,no,no,cellular,29,jan,139,1,-1,0,unknown,no
35,services,married,secondary,302,yes,no,cellular,6,may,137,1,364,1,failure,no
27,blue-collar,married,primary,713,yes,no,unknown,30,may,152,4,-1,0,unknown,no
41,self-employed,single,tertiary,0,no,no,cellular,18,nov,256,1,-1,0,unknown,no
44,management,married,unknown,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
50,management,married,tertiary,1562,yes,no,cellular,23,jul,92,2,-1,0,unknown,no
62,retired,married,primary,383,no,no,cellular,10,sep,276,1,-1,0,unknown,no
26,technician,married,secondary,415,no,no,cellular,24,jul,92,2,-1,0,unknown,no
40,blue-collar,married,secondary,679,yes,no,cellular,17,apr,642,2,304,1,failure,no
39,management,married,tertiary,63,yes,no,cellular,16,apr,479,1,330,1,failure,no
37,technician,divorced,secondary,3068,yes,yes,cellular,20,nov,370,2,195,1,other,yes
45,self-employed,married,secondary,2278,no,no,unknown,17,nov,1735,2,-1,0,unknown,no
28,entrepreneur,married,tertiary,4064,no,yes,cellular,11,may,93,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,842,yes,no,cellular,6,may,141,2,-1,0,unknown,no
41,management,married,tertiary,1194,no,no,cellular,14,aug,50,5,-1,0,unknown,no
33,admin.,married,tertiary,88,yes,yes,cellular,18,nov,86,1,-1,0,unknown,no
48,blue-collar,single,primary,1080,yes,no,unknown,16,jun,112,3,-1,0,unknown,no
66,retired,married,tertiary,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
31,admin.,married,unknown,-295,yes,no,unknown,15,may,311,3,-1,0,unknown,no
42,services,married,secondary,-91,yes,yes,cellular,5,feb,43,1,-1,0,unknown,no
35,management,married,tertiary,1432,yes,no,cellular,5,may,54,3,-1,0,unknown,no
31,services,married,secondary,182,no,no,cellular,20,aug,231,2,-1,0,unknown,no
45,blue-collar,married,primary,665,no,no,unknown,9,jun,183,2,-1,0,unknown,no
41,blue-collar,married,primary,849,yes,no,unknown,15,may,72,1,-1,0,unknown,no
45,management,married,tertiary,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
